Effect,FlightMonth,Damage,Engines,FlightPhase,ConditionsPrecipitation,WildlifeSize,ConditionsSky,PilotWarned,PeopleInjured,IsAircraftLarge?,IsEngineShutDown,IsNone,IsAbortedTake-off,IsPrecautionaryLanding,IsOther,NumberStruck,AltitudeBin
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,11-50
Precautionary Landing,10,Caused damage,1,Climb,None,Medium,No Cloud,N,2,No,No,No,No,Yes,No,1,101-500
None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Approach,"Fog, Rain",Small,Overcast,N,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Medium,No Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,Rain,Medium,Overcast,Y,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Taxi,None,Small,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Landing Roll,None,Large,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Landing Roll,Rain,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
Aborted Take-off,10,No damage,4,Take-off run,None,Small,No Cloud,Y,0,No,No,No,Yes,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,2001-3000
Aborted Take-off,10,No damage,1,Take-off run,None,Small,Some Cloud,N,0,No,No,No,Yes,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,4,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Take-off run,None,Small,Overcast,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,7001-8000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,11-50
None,10,Caused damage,2,Climb,None,Large,No Cloud,Y,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,3,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Landing Roll,None,Medium,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Overcast,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,Caused damage,2,Climb,None,Medium,No Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,Rain,Small,Overcast,Y,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Landing Roll,None,Medium,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Climb,None,Medium,No Cloud,Y,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Take-off run,None,Large,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Medium,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,,Take-off run,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,1001-2000
Precautionary Landing,10,No damage,1,Approach,Rain,Medium,Some Cloud,N,0,No,No,No,No,Yes,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,1-10
Precautionary Landing,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,No,No,Yes,No,1,6001-7000
None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,Overcast,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Overcast,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,5001-6000
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,Overcast,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Climb,None,Small,Overcast,N,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Descent,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,10000-20000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,6001-7000
None,10,No damage,2,Approach,None,Small,Overcast,Y,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,Caused damage,1,Approach,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Medium,Overcast,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,Rain,Small,Overcast,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Overcast,N,0,Yes,No,Yes,No,No,No,1,0
Precautionary Landing,10,No damage,1,Approach,None,Small,Some Cloud,Y,0,No,No,No,No,Yes,No,1,101-500
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
Aborted Take-off,10,No damage,1,Take-off run,None,Small,No Cloud,Y,0,No,No,No,Yes,No,No,1,0
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Climb,None,Medium,Overcast,N,0,Yes,No,Yes,No,No,No,1,4001-5000
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,Fog,Medium,Overcast,N,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Descent,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,7001-8000
None,10,Caused damage,1,Approach,None,Large,No Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,7001-8000
Precautionary Landing,10,No damage,2,Climb,None,Medium,Some Cloud,N,0,Yes,No,No,No,Yes,No,1,6001-7000
None,10,No damage,2,Approach,None,Medium,Some Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,,Landing Roll,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Large,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Take-off run,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Take-off run,None,Large,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Approach,None,Large,Overcast,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Climb,None,Medium,Some Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Descent,None,Medium,No Cloud,N,0,Yes,No,Yes,No,No,No,1,10000-20000
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Take-off run,None,Small,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,Overcast,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,,Approach,None,Small,Overcast,N,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,1001-2000
None,10,Caused damage,2,Approach,Rain,Medium,Overcast,N,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,Overcast,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Landing Roll,Rain,Medium,Overcast,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Climb,None,Large,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Large,Some Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Medium,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,Overcast,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,Caused damage,1,Approach,None,Large,No Cloud,N,0,No,No,Yes,No,No,No,1,11-50
None,10,Caused damage,2,Approach,None,Medium,No Cloud,N,0,No,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Take-off run,None,Small,Overcast,N,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,3001-4000
None,10,No damage,1,Approach,None,Large,No Cloud,N,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,,Landing Roll,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,1,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Medium,No Cloud,N,0,Yes,No,Yes,No,No,No,1,5001-6000
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,4001-5000
None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Climb,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Take-off run,Fog,Small,Overcast,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Climb,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Landing Roll,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Approach,None,Small,Some Cloud,N,0,Yes,No,Yes,No,No,No,1,6001-7000
None,10,No damage,2,Approach,None,Medium,Some Cloud,Y,0,No,No,Yes,No,No,No,1,4001-5000
Aborted Take-off,10,No damage,1,Take-off run,None,Small,No Cloud,Y,0,No,No,No,Yes,No,No,1,0
None,10,No damage,2,Landing Roll,None,Medium,Some Cloud,Y,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,Fog,Small,Overcast,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Climb,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,1-10
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,1001-2000
None,10,No damage,2,Landing Roll,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,Overcast,N,0,Yes,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Climb,Rain,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,4001-5000
None,10,No damage,2,Take-off run,None,Small,No Cloud,N,0,Yes,No,Yes,No,No,No,1,0
None,10,No damage,2,Landing Roll,None,Small,No Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Take-off run,None,Small,Some Cloud,N,0,No,No,Yes,No,No,No,1,0
Other,10,No damage,2,Landing Roll,None,Small,Some Cloud,N,0,No,No,No,No,No,Yes,1,0
None,10,No damage,2,Landing Roll,Rain,Medium,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Approach,None,Small,No Cloud,N,0,No,No,Yes,No,No,No,1,101-500
None,10,No damage,2,Take-off run,None,Large,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
None,10,No damage,4,Approach,None,Medium,No Cloud,Y,0,No,No,Yes,No,No,No,1,11-50
None,10,No damage,2,Climb,None,Small,No Cloud,Y,0,Yes,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Approach,None,Large,No Cloud,N,0,Yes,No,Yes,No,No,No,1,2001-3000
None,10,No damage,2,Approach,None,Medium,Overcast,N,0,No,No,Yes,No,No,No,1,51-100
None,10,No damage,2,Approach,None,Medium,No Cloud,Y,0,No,No,Yes,No,No,No,1,501-1000
None,10,No damage,2,Approach,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,3001-4000
None,10,No damage,2,Landing Roll,None,Small,Overcast,N,0,No,No,Yes,No,No,No,1,0
None,10,No damage,2,Take-off run,None,Small,Some Cloud,Y,0,No,No,Yes,No,No,No,1,0
